query,runtime_s,requests,answers,timeout_reached,client,dataset,benchmark
S24,2.28433895111084,335,17,False,crop,WatDiv,WatDiv
S24,12.054413080215454,1224,17,False,nlde,WatDiv,WatDiv
S25,2.132704019546509,475,11,False,crop,WatDiv,WatDiv
S25,11.984436988830566,1224,11,False,nlde,WatDiv,WatDiv
S31,0.46782493591308594,61,0,False,crop,WatDiv,WatDiv
S31,0.40553998947143555,61,0,False,nlde,WatDiv,WatDiv
S32,0.4416968822479248,60,0,False,crop,WatDiv,WatDiv
S32,0.39221906661987305,60,0,False,nlde,WatDiv,WatDiv
S33,1.0717110633850098,198,320,False,crop,WatDiv,WatDiv
S33,1.0222649574279785,198,320,False,nlde,WatDiv,WatDiv
S34,0.4208791255950928,61,0,False,crop,WatDiv,WatDiv
S34,0.42395591735839844,61,0,False,nlde,WatDiv,WatDiv
S35,0.3884000778198242,61,0,False,crop,WatDiv,WatDiv
S35,0.4221360683441162,61,0,False,nlde,WatDiv,WatDiv
S41,0.44922304153442383,56,0,False,crop,WatDiv,WatDiv
S41,0.41521406173706055,56,0,False,nlde,WatDiv,WatDiv
S42,0.9854531288146973,127,4,False,crop,WatDiv,WatDiv
S42,0.5228140354156494,62,4,False,nlde,WatDiv,WatDiv
S43,0.512563943862915,80,1,False,crop,WatDiv,WatDiv
S43,0.48646092414855957,80,1,False,nlde,WatDiv,WatDiv
S44,1.006558895111084,125,1,False,crop,WatDiv,WatDiv
S44,0.5197219848632812,60,1,False,nlde,WatDiv,WatDiv
S45,0.5399069786071777,79,0,False,crop,WatDiv,WatDiv
S45,0.47550392150878906,79,0,False,nlde,WatDiv,WatDiv
S51,1.047978162765503,112,0,False,crop,WatDiv,WatDiv
S51,0.27761292457580566,36,0,False,nlde,WatDiv,WatDiv
S52,1.0590250492095947,126,9,False,crop,WatDiv,WatDiv
S52,0.42520594596862793,101,9,False,nlde,WatDiv,WatDiv
S53,1.0324230194091797,112,0,False,crop,WatDiv,WatDiv
S53,0.32289695739746094,36,0,False,nlde,WatDiv,WatDiv
S54,1.048846960067749,126,9,False,crop,WatDiv,WatDiv
S54,0.4447770118713379,101,9,False,nlde,WatDiv,WatDiv
S55,1.0806851387023926,126,9,False,crop,WatDiv,WatDiv
S55,0.4546499252319336,101,9,False,nlde,WatDiv,WatDiv
S61,0.1641981601715088,10,1,False,crop,WatDiv,WatDiv
S61,0.15795683860778809,10,1,False,nlde,WatDiv,WatDiv
S62,0.17526507377624512,10,1,False,crop,WatDiv,WatDiv
S62,0.16307592391967773,10,1,False,nlde,WatDiv,WatDiv
S63,0.15419793128967285,11,2,False,crop,WatDiv,WatDiv
S63,0.15708398818969727,11,2,False,nlde,WatDiv,WatDiv
S64,0.170820951461792,10,1,False,crop,WatDiv,WatDiv
S64,0.11476707458496094,10,1,False,nlde,WatDiv,WatDiv
S65,0.16942381858825684,11,2,False,crop,WatDiv,WatDiv
S65,0.15985679626464844,11,2,False,nlde,WatDiv,WatDiv
S71,0.17749309539794922,19,5,False,crop,WatDiv,WatDiv
S71,0.20717692375183105,19,5,False,nlde,WatDiv,WatDiv
S72,0.24592089653015137,18,2,False,crop,WatDiv,WatDiv
S72,0.22892498970031738,18,2,False,nlde,WatDiv,WatDiv
S73,0.12856101989746094,8,1,False,crop,WatDiv,WatDiv
S73,0.1405658721923828,8,1,False,nlde,WatDiv,WatDiv
S74,0.365123987197876,40,13,False,crop,WatDiv,WatDiv
S74,0.31464600563049316,40,13,False,nlde,WatDiv,WatDiv
S75,0.2540898323059082,30,7,False,crop,WatDiv,WatDiv
S75,0.31848597526550293,30,7,False,nlde,WatDiv,WatDiv
XC11,8.020986080169678,2363,20,False,crop,WatDiv,WatDiv
XC11,49.07982897758484,2585,20,False,nlde,WatDiv,WatDiv
XC21,50.54398488998413,14123,2,False,crop,WatDiv,WatDiv
XC21,23.80272102355957,3516,2,False,nlde,WatDiv,WatDiv
XC31,57.71501612663269,5807,417029,False,crop,WatDiv,WatDiv
XC31,59.95013189315796,13177,417029,False,nlde,WatDiv,WatDiv
F11,1.0365021228790283,149,0,False,crop,WatDiv,WatDiv
F11,1.01157808303833,202,0,False,nlde,WatDiv,WatDiv
F12,1.0873241424560547,249,9,False,crop,WatDiv,WatDiv
F12,3.950078010559082,868,9,False,nlde,WatDiv,WatDiv
F13,1.1120870113372803,247,5,False,crop,WatDiv,WatDiv
F13,3.5124471187591553,810,5,False,nlde,WatDiv,WatDiv
F14,1.0890531539916992,247,4,False,crop,WatDiv,WatDiv
F14,3.6210310459136963,822,4,False,nlde,WatDiv,WatDiv
F15,1.0702471733093262,249,9,False,crop,WatDiv,WatDiv
F15,3.8724238872528076,868,9,False,nlde,WatDiv,WatDiv
F21,0.8357388973236084,63,0,False,crop,WatDiv,WatDiv
F21,0.8797290325164795,140,0,False,nlde,WatDiv,WatDiv
F22,0.8699610233306885,75,0,False,crop,WatDiv,WatDiv
F22,0.8909518718719482,145,0,False,nlde,WatDiv,WatDiv
F23,1.0067760944366455,237,7,False,crop,WatDiv,WatDiv
F23,0.9941480159759521,237,7,False,nlde,WatDiv,WatDiv
F24,0.9129650592803955,202,8,False,crop,WatDiv,WatDiv
F24,0.9115159511566162,202,8,False,nlde,WatDiv,WatDiv
F25,1.0494599342346191,237,7,False,crop,WatDiv,WatDiv
F25,0.9482929706573486,237,7,False,nlde,WatDiv,WatDiv
F31,1.1392128467559814,169,26,False,crop,WatDiv,WatDiv
F31,18.17931890487671,1989,26,False,nlde,WatDiv,WatDiv
F32,0.4326770305633545,85,5,False,crop,WatDiv,WatDiv
F32,18.063172101974487,2012,5,False,nlde,WatDiv,WatDiv
F33,1.1701650619506836,169,26,False,crop,WatDiv,WatDiv
F33,18.073512077331543,1989,26,False,nlde,WatDiv,WatDiv
F34,0.42324399948120117,85,5,False,crop,WatDiv,WatDiv
F34,18.03161883354187,2012,5,False,nlde,WatDiv,WatDiv
F35,0.5144519805908203,100,5,False,crop,WatDiv,WatDiv
F35,18.13633108139038,2024,5,False,nlde,WatDiv,WatDiv
F41,0.9080228805541992,244,20,False,crop,WatDiv,WatDiv
F41,0.8407731056213379,255,20,False,nlde,WatDiv,WatDiv
F42,0.9932658672332764,225,44,False,crop,WatDiv,WatDiv
F42,0.8085169792175293,226,44,False,nlde,WatDiv,WatDiv
F43,0.8883209228515625,234,4,False,crop,WatDiv,WatDiv
F43,0.8007569313049316,254,4,False,nlde,WatDiv,WatDiv
F44,0.883530855178833,225,44,False,crop,WatDiv,WatDiv
F44,0.8404569625854492,226,44,False,nlde,WatDiv,WatDiv
F45,0.8891489505767822,234,4,False,crop,WatDiv,WatDiv
F45,0.8208050727844238,254,4,False,nlde,WatDiv,WatDiv
F51,0.6423358917236328,168,25,False,crop,WatDiv,WatDiv
F51,40.975902795791626,1731,25,False,nlde,WatDiv,WatDiv
F52,0.6355478763580322,168,25,False,crop,WatDiv,WatDiv
F52,39.88676905632019,1731,25,False,nlde,WatDiv,WatDiv
F53,0.9390890598297119,265,38,False,crop,WatDiv,WatDiv
F53,39.474817991256714,1800,38,False,nlde,WatDiv,WatDiv
F54,1.1834709644317627,387,58,False,crop,WatDiv,WatDiv
F54,39.45322799682617,1882,58,False,nlde,WatDiv,WatDiv
F55,0.6595921516418457,168,25,False,crop,WatDiv,WatDiv
F55,38.92862296104431,1731,25,False,nlde,WatDiv,WatDiv
L11,0.5411641597747803,82,2,False,crop,WatDiv,WatDiv
L11,0.5229818820953369,82,2,False,nlde,WatDiv,WatDiv
L12,0.3727848529815674,35,0,False,crop,WatDiv,WatDiv
L12,0.3424868583679199,35,0,False,nlde,WatDiv,WatDiv
L13,0.5515971183776855,82,2,False,crop,WatDiv,WatDiv
L13,0.4746389389038086,82,2,False,nlde,WatDiv,WatDiv
L14,0.3545799255371094,35,0,False,crop,WatDiv,WatDiv
L14,0.3361930847167969,35,0,False,nlde,WatDiv,WatDiv
L15,0.4005911350250244,46,1,False,crop,WatDiv,WatDiv
L15,0.2508211135864258,46,1,False,nlde,WatDiv,WatDiv
L21,0.5064468383789062,50,15,False,crop,WatDiv,WatDiv
L21,2.8316779136657715,252,15,False,nlde,WatDiv,WatDiv
L22,0.49866580963134766,50,15,False,crop,WatDiv,WatDiv
L22,2.999412775039673,252,15,False,nlde,WatDiv,WatDiv
L23,0.5350499153137207,61,48,False,crop,WatDiv,WatDiv
L23,15.88650107383728,1338,48,False,nlde,WatDiv,WatDiv
L24,0.5304830074310303,61,48,False,crop,WatDiv,WatDiv
L24,15.194707870483398,1338,48,False,nlde,WatDiv,WatDiv
L25,1.4352869987487793,100,236,False,crop,WatDiv,WatDiv
L25,63.61917996406555,5343,236,False,nlde,WatDiv,WatDiv
L31,0.4767298698425293,38,38,False,crop,WatDiv,WatDiv
L31,0.3862009048461914,38,38,False,nlde,WatDiv,WatDiv
L32,0.31175899505615234,22,41,False,crop,WatDiv,WatDiv
L32,0.3226470947265625,22,41,False,nlde,WatDiv,WatDiv
L33,0.35614681243896484,30,21,False,crop,WatDiv,WatDiv
L33,0.40802001953125,30,21,False,nlde,WatDiv,WatDiv
L34,0.43369603157043457,33,27,False,crop,WatDiv,WatDiv
L34,0.3503410816192627,33,27,False,nlde,WatDiv,WatDiv
L35,0.24512386322021484,22,41,False,crop,WatDiv,WatDiv
L35,0.2938530445098877,22,41,False,nlde,WatDiv,WatDiv
L41,0.38373494148254395,33,54,False,crop,WatDiv,WatDiv
L41,0.38582897186279297,33,54,False,nlde,WatDiv,WatDiv
L42,0.348848819732666,34,60,False,crop,WatDiv,WatDiv
L42,0.3325510025024414,34,60,False,nlde,WatDiv,WatDiv
L43,0.3833301067352295,33,47,False,crop,WatDiv,WatDiv
L43,0.4100780487060547,33,47,False,nlde,WatDiv,WatDiv
L44,0.3708930015563965,33,57,False,crop,WatDiv,WatDiv
L44,0.3417069911956787,33,57,False,nlde,WatDiv,WatDiv
L45,0.3263568878173828,33,47,False,crop,WatDiv,WatDiv
L45,0.3972299098968506,33,47,False,nlde,WatDiv,WatDiv
L51,1.464493989944458,105,239,False,crop,WatDiv,WatDiv
L51,61.05575489997864,5343,239,False,nlde,WatDiv,WatDiv
L52,0.6367559432983398,63,66,False,crop,WatDiv,WatDiv
L52,11.61844515800476,1081,66,False,nlde,WatDiv,WatDiv
L53,1.5100700855255127,105,239,False,crop,WatDiv,WatDiv
L53,60.370282888412476,5343,239,False,nlde,WatDiv,WatDiv
L54,0.6500899791717529,63,66,False,crop,WatDiv,WatDiv
L54,12.06317400932312,1081,66,False,nlde,WatDiv,WatDiv
L55,0.7181389331817627,70,76,False,crop,WatDiv,WatDiv
L55,20.476566076278687,1814,76,False,nlde,WatDiv,WatDiv
S11,1.4643051624298096,217,19,False,crop,WatDiv,WatDiv
S11,1.2621190547943115,217,19,False,nlde,WatDiv,WatDiv
S12,0.9460060596466064,116,9,False,crop,WatDiv,WatDiv
S12,0.8087220191955566,116,9,False,nlde,WatDiv,WatDiv
S13,1.3237669467926025,162,9,False,crop,WatDiv,WatDiv
S13,1.2152957916259766,162,9,False,nlde,WatDiv,WatDiv
S14,1.0102269649505615,116,9,False,crop,WatDiv,WatDiv
S14,0.8628110885620117,116,9,False,nlde,WatDiv,WatDiv
S15,1.3500440120697021,162,9,False,crop,WatDiv,WatDiv
S15,1.2779390811920166,162,9,False,nlde,WatDiv,WatDiv
S21,2.2740299701690674,475,11,False,crop,WatDiv,WatDiv
S21,12.023507833480835,1224,11,False,nlde,WatDiv,WatDiv
S22,3.752711057662964,546,14,False,crop,WatDiv,WatDiv
S22,12.174525022506714,1225,14,False,nlde,WatDiv,WatDiv
S23,2.5155229568481445,292,12,False,crop,WatDiv,WatDiv
S23,12.237344980239868,1224,12,False,nlde,WatDiv,WatDiv
S24,2.3649911880493164,335,17,False,crop,WatDiv,WatDiv
S24,11.888231992721558,1224,17,False,nlde,WatDiv,WatDiv
S25,2.1395249366760254,475,11,False,crop,WatDiv,WatDiv
S25,11.963808059692383,1224,11,False,nlde,WatDiv,WatDiv
S31,0.4274570941925049,61,0,False,crop,WatDiv,WatDiv
S31,0.43666505813598633,61,0,False,nlde,WatDiv,WatDiv
S32,0.4080159664154053,60,0,False,crop,WatDiv,WatDiv
S32,0.4151899814605713,60,0,False,nlde,WatDiv,WatDiv
S33,1.058366060256958,198,320,False,crop,WatDiv,WatDiv
S33,1.0441279411315918,198,320,False,nlde,WatDiv,WatDiv
S34,0.4143788814544678,61,0,False,crop,WatDiv,WatDiv
S34,0.39897704124450684,61,0,False,nlde,WatDiv,WatDiv
S35,0.48366498947143555,61,0,False,crop,WatDiv,WatDiv
S35,0.41781187057495117,61,0,False,nlde,WatDiv,WatDiv
S41,0.4500548839569092,56,0,False,crop,WatDiv,WatDiv
S41,0.3892171382904053,56,0,False,nlde,WatDiv,WatDiv
S42,0.975459098815918,127,4,False,crop,WatDiv,WatDiv
S42,0.530419111251831,62,4,False,nlde,WatDiv,WatDiv
S43,0.5504660606384277,80,1,False,crop,WatDiv,WatDiv
S43,0.49688220024108887,80,1,False,nlde,WatDiv,WatDiv
S44,1.0185978412628174,125,1,False,crop,WatDiv,WatDiv
S44,0.5067908763885498,60,1,False,nlde,WatDiv,WatDiv
S45,0.5486319065093994,79,0,False,crop,WatDiv,WatDiv
S45,0.5208408832550049,79,0,False,nlde,WatDiv,WatDiv
S51,1.0340049266815186,112,0,False,crop,WatDiv,WatDiv
S51,0.25143003463745117,36,0,False,nlde,WatDiv,WatDiv
S52,1.1111891269683838,126,9,False,crop,WatDiv,WatDiv
S52,0.42694902420043945,101,9,False,nlde,WatDiv,WatDiv
S53,1.0302808284759521,112,0,False,crop,WatDiv,WatDiv
S53,0.27368807792663574,36,0,False,nlde,WatDiv,WatDiv
S54,1.0316951274871826,126,9,False,crop,WatDiv,WatDiv
S54,0.41471099853515625,101,9,False,nlde,WatDiv,WatDiv
S55,1.1127939224243164,126,9,False,crop,WatDiv,WatDiv
S55,0.44956493377685547,101,9,False,nlde,WatDiv,WatDiv
S61,0.16359496116638184,10,1,False,crop,WatDiv,WatDiv
S61,0.1613302230834961,10,1,False,nlde,WatDiv,WatDiv
S62,0.15559697151184082,10,1,False,crop,WatDiv,WatDiv
S62,0.18554902076721191,10,1,False,nlde,WatDiv,WatDiv
S63,0.1828320026397705,11,2,False,crop,WatDiv,WatDiv
S63,0.12168598175048828,11,2,False,nlde,WatDiv,WatDiv
S64,0.16111207008361816,10,1,False,crop,WatDiv,WatDiv
S64,0.10674595832824707,10,1,False,nlde,WatDiv,WatDiv
S65,0.1386399269104004,11,2,False,crop,WatDiv,WatDiv
S65,0.16396403312683105,11,2,False,nlde,WatDiv,WatDiv
S71,0.18558716773986816,19,5,False,crop,WatDiv,WatDiv
S71,0.18693184852600098,19,5,False,nlde,WatDiv,WatDiv
S72,0.23236894607543945,18,2,False,crop,WatDiv,WatDiv
S72,0.23766493797302246,18,2,False,nlde,WatDiv,WatDiv
S73,0.14479589462280273,8,1,False,crop,WatDiv,WatDiv
S73,0.15633583068847656,8,1,False,nlde,WatDiv,WatDiv
S74,0.2951979637145996,40,13,False,crop,WatDiv,WatDiv
S74,0.2863619327545166,40,13,False,nlde,WatDiv,WatDiv
S75,0.24259209632873535,30,7,False,crop,WatDiv,WatDiv
S75,0.30349183082580566,30,7,False,nlde,WatDiv,WatDiv
XC11,8.064749956130981,2363,20,False,crop,WatDiv,WatDiv
XC11,48.77195906639099,2585,20,False,nlde,WatDiv,WatDiv
XC21,50.40484094619751,14123,2,False,crop,WatDiv,WatDiv
XC21,23.645111083984375,3516,2,False,nlde,WatDiv,WatDiv
XC31,59.126550912857056,5807,417029,False,crop,WatDiv,WatDiv
XC31,58.72886300086975,13177,417029,False,nlde,WatDiv,WatDiv
HIQ1,0.3488171100616455,20,2,False,crop,nLDE BM2,nLDE BM2
HIQ1,0.2176799774169922,22,2,False,nlde,nLDE BM2,nLDE BM2
HIQ2,0.32921409606933594,36,2,False,crop,nLDE BM2,nLDE BM2
HIQ2,0.2555680274963379,46,2,False,nlde,nLDE BM2,nLDE BM2
HIQ3,0.39006996154785156,45,4,False,crop,nLDE BM2,nLDE BM2
HIQ3,0.24919390678405762,65,4,False,nlde,nLDE BM2,nLDE BM2
HIQ4,1.849001169204712,469,170,False,crop,nLDE BM2,nLDE BM2
HIQ4,1.7936360836029053,469,170,False,nlde,nLDE BM2,nLDE BM2
HIQ5,0.6433451175689697,193,138,False,crop,nLDE BM2,nLDE BM2
HIQ5,0.6371588706970215,209,138,False,nlde,nLDE BM2,nLDE BM2
LSQ1,0.42438197135925293,43,4,False,crop,nLDE BM2,nLDE BM2
LSQ1,0.42128896713256836,32,4,False,nlde,nLDE BM2,nLDE BM2
LSQ2,0.43151187896728516,52,6,False,crop,nLDE BM2,nLDE BM2
LSQ2,0.35398006439208984,52,6,False,nlde,nLDE BM2,nLDE BM2
LSQ3,0.35457682609558105,36,7,False,crop,nLDE BM2,nLDE BM2
LSQ3,0.6778450012207031,88,7,False,nlde,nLDE BM2,nLDE BM2
LSQ4,0.5851550102233887,53,8,False,crop,nLDE BM2,nLDE BM2
LSQ4,0.32624101638793945,28,8,False,nlde,nLDE BM2,nLDE BM2
LSQ5,0.664154052734375,117,270,False,crop,nLDE BM2,nLDE BM2
LSQ5,0.6837320327758789,117,270,False,nlde,nLDE BM2,nLDE BM2
MOQ1,8.848190069198608,2095,15,False,crop,nLDE BM2,nLDE BM2
MOQ1,26.940155029296875,1881,15,False,nlde,nLDE BM2,nLDE BM2
MOQ2,0.604107141494751,127,46,False,crop,nLDE BM2,nLDE BM2
MOQ2,0.5688409805297852,138,46,False,nlde,nLDE BM2,nLDE BM2
MOQ3,0.4089081287384033,110,49,False,crop,nLDE BM2,nLDE BM2
MOQ3,0.4040548801422119,110,49,False,nlde,nLDE BM2,nLDE BM2
MOQ4,0.4137911796569824,110,56,False,crop,nLDE BM2,nLDE BM2
MOQ4,0.3773050308227539,110,56,False,nlde,nLDE BM2,nLDE BM2
MOQ5,0.4568510055541992,110,87,False,crop,nLDE BM2,nLDE BM2
MOQ5,0.4270601272583008,110,87,False,nlde,nLDE BM2,nLDE BM2
MUQ1,0.5472378730773926,64,7,False,crop,nLDE BM2,nLDE BM2
MUQ1,0.5726439952850342,64,7,False,nlde,nLDE BM2,nLDE BM2
MUQ2,0.7066869735717773,69,63,False,crop,nLDE BM2,nLDE BM2
MUQ2,0.6265268325805664,72,63,False,nlde,nLDE BM2,nLDE BM2
MUQ3,1.0750420093536377,169,68,False,crop,nLDE BM2,nLDE BM2
MUQ3,1.0494318008422852,169,68,False,nlde,nLDE BM2,nLDE BM2
MUQ4,1.1213099956512451,235,114,False,crop,nLDE BM2,nLDE BM2
MUQ4,1.1887178421020508,273,114,False,nlde,nLDE BM2,nLDE BM2
MUQ5,23.250518083572388,5070,1768,False,crop,nLDE BM2,nLDE BM2
MUQ5,22.704159021377563,2765,1768,False,nlde,nLDE BM2,nLDE BM2
Q01,0.27350592613220215,33,2,False,crop,nLDE BM1,nLDE BM1
Q01,0.43349790573120117,71,2,False,nlde,nLDE BM1,nLDE BM1
Q02,3.477012872695923,324,8,False,crop,nLDE BM1,nLDE BM1
Q02,0.4483940601348877,69,8,False,nlde,nLDE BM1,nLDE BM1
Q03,0.892247200012207,257,18,False,crop,nLDE BM1,nLDE BM1
Q03,0.8198652267456055,198,18,False,nlde,nLDE BM1,nLDE BM1
Q04,0.47553086280822754,119,54,False,crop,nLDE BM1,nLDE BM1
Q04,0.7568728923797607,148,54,False,nlde,nLDE BM1,nLDE BM1
Q05,163.85418510437012,7327,1091,False,crop,nLDE BM1,nLDE BM1
Q05,600.0,19406,185,True,nlde,nLDE BM1,nLDE BM1
Q06,1.8271660804748535,440,188,False,crop,nLDE BM1,nLDE BM1
Q06,4.050818204879761,915,188,False,nlde,nLDE BM1,nLDE BM1
