query,runtime_s,requests,answers,timeout_reached,client,dataset,benchmark
Q07,1.9376130104064941,358,251,False,crop,nLDE BM1,nLDE BM1
Q07,0.9170880317687988,375,251,False,nlde,nLDE BM1,nLDE BM1
Q08,23.701431035995483,8465,17807,False,crop,nLDE BM1,nLDE BM1
Q08,600.0,51688,645,True,nlde,nLDE BM1,nLDE BM1
Q09,1.675023078918457,239,5223,False,crop,nLDE BM1,nLDE BM1
Q09,0.8992440700531006,170,5223,False,nlde,nLDE BM1,nLDE BM1
Q10,19.95114302635193,4209,9040,False,crop,nLDE BM1,nLDE BM1
Q10,21.4699969291687,2940,9040,False,nlde,nLDE BM1,nLDE BM1
Q11,421.03595089912415,73725,9481,False,crop,nLDE BM1,nLDE BM1
Q11,600.0,30224,4908,True,nlde,nLDE BM1,nLDE BM1
Q12,14.414752960205078,1067,11002,False,crop,nLDE BM1,nLDE BM1
Q12,14.394279956817627,2411,11002,False,nlde,nLDE BM1,nLDE BM1
Q13,600.0,55100,6935,True,crop,nLDE BM1,nLDE BM1
Q13,170.15995287895203,7182,24325,False,nlde,nLDE BM1,nLDE BM1
Q14,56.446868896484375,13476,26570,False,crop,nLDE BM1,nLDE BM1
Q14,175.8974838256836,33520,26570,False,nlde,nLDE BM1,nLDE BM1
Q15,24.92169499397278,1017,26757,False,crop,nLDE BM1,nLDE BM1
Q15,14.058897972106934,1017,26757,False,nlde,nLDE BM1,nLDE BM1
Q16,600.0,16889,16584,True,crop,nLDE BM1,nLDE BM1
Q16,600.0,5472,29322,True,nlde,nLDE BM1,nLDE BM1
Q17,15.04935097694397,1693,33485,False,crop,nLDE BM1,nLDE BM1
Q17,10.237108945846558,361,33485,False,nlde,nLDE BM1,nLDE BM1
Q18,600.0,5472,4244377,True,crop,nLDE BM1,nLDE BM1
Q18,600.0,8368,6370036,True,nlde,nLDE BM1,nLDE BM1
Q19,11.916062831878662,2048,64,False,crop,nLDE BM1,nLDE BM1
Q19,49.1491858959198,1753,64,False,nlde,nLDE BM1,nLDE BM1
Q20,12.153311014175415,2254,1688,False,crop,nLDE BM1,nLDE BM1
Q20,48.35643815994263,1959,1688,False,nlde,nLDE BM1,nLDE BM1
SPQ1,0.12903499603271484,9,4,False,crop,nLDE BM2,nLDE BM2
SPQ1,0.1521008014678955,9,4,False,nlde,nLDE BM2,nLDE BM2
SPQ2,0.3991968631744385,65,12,False,crop,nLDE BM2,nLDE BM2
SPQ2,0.37688302993774414,88,12,False,nlde,nLDE BM2,nLDE BM2
SPQ3,0.3207399845123291,50,14,False,crop,nLDE BM2,nLDE BM2
SPQ3,0.33981895446777344,50,14,False,nlde,nLDE BM2,nLDE BM2
SPQ4,0.16015982627868652,11,19,False,crop,nLDE BM2,nLDE BM2
SPQ4,0.23625802993774414,27,19,False,nlde,nLDE BM2,nLDE BM2
SPQ5,0.2987360954284668,26,36,False,crop,nLDE BM2,nLDE BM2
SPQ5,0.4000060558319092,50,36,False,nlde,nLDE BM2,nLDE BM2
HIQ1,0.2715771198272705,20,2,False,crop,nLDE BM2,nLDE BM2
HIQ1,0.20722007751464844,22,2,False,nlde,nLDE BM2,nLDE BM2
HIQ2,0.3367929458618164,36,2,False,crop,nLDE BM2,nLDE BM2
HIQ2,0.2600579261779785,46,2,False,nlde,nLDE BM2,nLDE BM2
HIQ3,0.4184448719024658,45,4,False,crop,nLDE BM2,nLDE BM2
HIQ3,0.2984590530395508,65,4,False,nlde,nLDE BM2,nLDE BM2
HIQ4,1.8285388946533203,469,170,False,crop,nLDE BM2,nLDE BM2
HIQ4,1.7326459884643555,469,170,False,nlde,nLDE BM2,nLDE BM2
HIQ5,0.5846540927886963,193,138,False,crop,nLDE BM2,nLDE BM2
HIQ5,0.5747499465942383,209,138,False,nlde,nLDE BM2,nLDE BM2
LSQ1,0.41413307189941406,43,4,False,crop,nLDE BM2,nLDE BM2
LSQ1,0.4172959327697754,32,4,False,nlde,nLDE BM2,nLDE BM2
LSQ2,0.5204720497131348,52,6,False,crop,nLDE BM2,nLDE BM2
LSQ2,0.31014204025268555,52,6,False,nlde,nLDE BM2,nLDE BM2
LSQ3,0.33360791206359863,36,7,False,crop,nLDE BM2,nLDE BM2
LSQ3,0.6570680141448975,88,7,False,nlde,nLDE BM2,nLDE BM2
LSQ4,0.49127197265625,53,8,False,crop,nLDE BM2,nLDE BM2
LSQ4,0.29282593727111816,28,8,False,nlde,nLDE BM2,nLDE BM2
LSQ5,0.6809079647064209,117,270,False,crop,nLDE BM2,nLDE BM2
LSQ5,0.6594641208648682,117,270,False,nlde,nLDE BM2,nLDE BM2
MOQ1,8.866014003753662,2095,15,False,crop,nLDE BM2,nLDE BM2
MOQ1,26.80669116973877,1881,15,False,nlde,nLDE BM2,nLDE BM2
MOQ2,0.5515780448913574,127,46,False,crop,nLDE BM2,nLDE BM2
MOQ2,0.5593829154968262,138,46,False,nlde,nLDE BM2,nLDE BM2
MOQ3,0.42612218856811523,110,49,False,crop,nLDE BM2,nLDE BM2
MOQ3,0.4177069664001465,110,49,False,nlde,nLDE BM2,nLDE BM2
MOQ4,0.49019598960876465,110,56,False,crop,nLDE BM2,nLDE BM2
MOQ4,0.3790149688720703,110,56,False,nlde,nLDE BM2,nLDE BM2
MOQ5,0.44228601455688477,110,87,False,crop,nLDE BM2,nLDE BM2
MOQ5,0.4091830253601074,110,87,False,nlde,nLDE BM2,nLDE BM2
MUQ1,0.5641829967498779,64,7,False,crop,nLDE BM2,nLDE BM2
MUQ1,0.6215829849243164,64,7,False,nlde,nLDE BM2,nLDE BM2
MUQ2,0.6968581676483154,69,63,False,crop,nLDE BM2,nLDE BM2
MUQ2,0.5441100597381592,72,63,False,nlde,nLDE BM2,nLDE BM2
MUQ3,1.0810070037841797,169,68,False,crop,nLDE BM2,nLDE BM2
MUQ3,1.0749590396881104,169,68,False,nlde,nLDE BM2,nLDE BM2
MUQ4,1.0891849994659424,235,114,False,crop,nLDE BM2,nLDE BM2
MUQ4,1.100106954574585,273,114,False,nlde,nLDE BM2,nLDE BM2
MUQ5,22.960801124572754,5070,1768,False,crop,nLDE BM2,nLDE BM2
MUQ5,22.73666286468506,2765,1768,False,nlde,nLDE BM2,nLDE BM2
Q01,0.31661009788513184,33,2,False,crop,nLDE BM1,nLDE BM1
Q01,0.44985008239746094,71,2,False,nlde,nLDE BM1,nLDE BM1
Q02,3.4293220043182373,324,8,False,crop,nLDE BM1,nLDE BM1
Q02,0.4277818202972412,69,8,False,nlde,nLDE BM1,nLDE BM1
Q03,0.9074242115020752,257,18,False,crop,nLDE BM1,nLDE BM1
Q03,0.8416249752044678,198,18,False,nlde,nLDE BM1,nLDE BM1
Q04,0.5423531532287598,119,54,False,crop,nLDE BM1,nLDE BM1
Q04,0.7979669570922852,148,54,False,nlde,nLDE BM1,nLDE BM1
Q05,166.1386730670929,7327,1091,False,crop,nLDE BM1,nLDE BM1
Q05,600.0,19406,185,True,nlde,nLDE BM1,nLDE BM1
Q06,1.8490610122680664,440,188,False,crop,nLDE BM1,nLDE BM1
Q06,4.015233039855957,915,188,False,nlde,nLDE BM1,nLDE BM1
Q07,1.6023948192596436,358,251,False,crop,nLDE BM1,nLDE BM1
Q07,0.9018559455871582,375,251,False,nlde,nLDE BM1,nLDE BM1
Q08,23.949453830718994,8465,17807,False,crop,nLDE BM1,nLDE BM1
Q08,600.0,51926,645,True,nlde,nLDE BM1,nLDE BM1
Q09,1.7205607891082764,239,5223,False,crop,nLDE BM1,nLDE BM1
Q09,0.8886308670043945,170,5223,False,nlde,nLDE BM1,nLDE BM1
Q10,20.058238983154297,4209,9040,False,crop,nLDE BM1,nLDE BM1
Q10,21.19601321220398,2940,9040,False,nlde,nLDE BM1,nLDE BM1
Q11,422.0279121398926,73725,9481,False,crop,nLDE BM1,nLDE BM1
Q11,600.0,30224,4908,True,nlde,nLDE BM1,nLDE BM1
Q12,13.87573790550232,1067,11002,False,crop,nLDE BM1,nLDE BM1
Q12,14.424554824829102,2411,11002,False,nlde,nLDE BM1,nLDE BM1
Q13,600.0,55100,6988,True,crop,nLDE BM1,nLDE BM1
Q13,169.6200351715088,7182,24325,False,nlde,nLDE BM1,nLDE BM1
Q14,56.124696016311646,13476,26570,False,crop,nLDE BM1,nLDE BM1
Q14,175.39861607551575,33520,26570,False,nlde,nLDE BM1,nLDE BM1
Q15,21.87521195411682,1017,26757,False,crop,nLDE BM1,nLDE BM1
Q15,13.436052083969116,1017,26757,False,nlde,nLDE BM1,nLDE BM1
Q16,600.0,16889,16656,True,crop,nLDE BM1,nLDE BM1
Q16,452.7684381008148,5472,30589,False,nlde,nLDE BM1,nLDE BM1
Q17,16.035796880722046,1693,33485,False,crop,nLDE BM1,nLDE BM1
Q17,13.070497035980225,361,33485,False,nlde,nLDE BM1,nLDE BM1
Q18,600.0,4411,2179737,True,crop,nLDE BM1,nLDE BM1
Q18,600.0,8368,6506130,True,nlde,nLDE BM1,nLDE BM1
Q19,12.010647058486938,2048,64,False,crop,nLDE BM1,nLDE BM1
Q19,48.648064851760864,1753,64,False,nlde,nLDE BM1,nLDE BM1
Q20,12.142282009124756,2254,1688,False,crop,nLDE BM1,nLDE BM1
Q20,48.3044490814209,1959,1688,False,nlde,nLDE BM1,nLDE BM1
SPQ1,0.1710209846496582,9,4,False,crop,nLDE BM2,nLDE BM2
SPQ1,0.15069293975830078,9,4,False,nlde,nLDE BM2,nLDE BM2
SPQ2,0.39252686500549316,65,12,False,crop,nLDE BM2,nLDE BM2
SPQ2,0.37198615074157715,88,12,False,nlde,nLDE BM2,nLDE BM2
SPQ3,0.38692212104797363,50,14,False,crop,nLDE BM2,nLDE BM2
SPQ3,0.34030795097351074,50,14,False,nlde,nLDE BM2,nLDE BM2
SPQ4,0.10800600051879883,11,19,False,crop,nLDE BM2,nLDE BM2
SPQ4,0.2123417854309082,27,19,False,nlde,nLDE BM2,nLDE BM2
SPQ5,0.3841381072998047,26,36,False,crop,nLDE BM2,nLDE BM2
SPQ5,0.3266780376434326,50,36,False,nlde,nLDE BM2,nLDE BM2
HIQ1,0.3626542091369629,20,2,False,crop,nLDE BM2,nLDE BM2
HIQ1,0.1860361099243164,22,2,False,nlde,nLDE BM2,nLDE BM2
HIQ2,0.38939499855041504,36,2,False,crop,nLDE BM2,nLDE BM2
HIQ2,0.2533760070800781,46,2,False,nlde,nLDE BM2,nLDE BM2
HIQ3,0.3736569881439209,45,4,False,crop,nLDE BM2,nLDE BM2
HIQ3,0.2971501350402832,65,4,False,nlde,nLDE BM2,nLDE BM2
HIQ4,1.8251149654388428,469,170,False,crop,nLDE BM2,nLDE BM2
HIQ4,1.7192070484161377,469,170,False,nlde,nLDE BM2,nLDE BM2
HIQ5,0.6493940353393555,193,138,False,crop,nLDE BM2,nLDE BM2
HIQ5,0.6476199626922607,209,138,False,nlde,nLDE BM2,nLDE BM2
LSQ1,0.4049489498138428,43,4,False,crop,nLDE BM2,nLDE BM2
LSQ1,0.4084131717681885,32,4,False,nlde,nLDE BM2,nLDE BM2
LSQ2,0.4630088806152344,52,6,False,crop,nLDE BM2,nLDE BM2
LSQ2,0.39083099365234375,52,6,False,nlde,nLDE BM2,nLDE BM2
LSQ3,0.29049205780029297,36,7,False,crop,nLDE BM2,nLDE BM2
LSQ3,0.6641490459442139,88,7,False,nlde,nLDE BM2,nLDE BM2
LSQ4,0.5617609024047852,53,8,False,crop,nLDE BM2,nLDE BM2
LSQ4,0.2549149990081787,28,8,False,nlde,nLDE BM2,nLDE BM2
LSQ5,0.754288911819458,117,270,False,crop,nLDE BM2,nLDE BM2
LSQ5,0.6699011325836182,117,270,False,nlde,nLDE BM2,nLDE BM2
MOQ1,9.275686025619507,2095,15,False,crop,nLDE BM2,nLDE BM2
MOQ1,26.635061979293823,1881,15,False,nlde,nLDE BM2,nLDE BM2
MOQ2,0.5836977958679199,127,46,False,crop,nLDE BM2,nLDE BM2
MOQ2,0.5520360469818115,138,46,False,nlde,nLDE BM2,nLDE BM2
MOQ3,0.45246410369873047,110,49,False,crop,nLDE BM2,nLDE BM2
MOQ3,0.4099729061126709,110,49,False,nlde,nLDE BM2,nLDE BM2
MOQ4,0.46577906608581543,110,56,False,crop,nLDE BM2,nLDE BM2
MOQ4,0.4048922061920166,110,56,False,nlde,nLDE BM2,nLDE BM2
MOQ5,0.4649381637573242,110,87,False,crop,nLDE BM2,nLDE BM2
MOQ5,0.42160987854003906,110,87,False,nlde,nLDE BM2,nLDE BM2
MUQ1,0.5779039859771729,64,7,False,crop,nLDE BM2,nLDE BM2
MUQ1,0.5733170509338379,64,7,False,nlde,nLDE BM2,nLDE BM2
MUQ2,0.7125089168548584,69,63,False,crop,nLDE BM2,nLDE BM2
MUQ2,0.5976378917694092,72,63,False,nlde,nLDE BM2,nLDE BM2
MUQ3,1.0809681415557861,169,68,False,crop,nLDE BM2,nLDE BM2
MUQ3,0.987929105758667,169,68,False,nlde,nLDE BM2,nLDE BM2
MUQ4,1.088243007659912,235,114,False,crop,nLDE BM2,nLDE BM2
MUQ4,1.1523559093475342,273,114,False,nlde,nLDE BM2,nLDE BM2
MUQ5,23.0749409198761,5070,1768,False,crop,nLDE BM2,nLDE BM2
MUQ5,23.205102920532227,2765,1768,False,nlde,nLDE BM2,nLDE BM2
Q01,0.3241431713104248,33,2,False,crop,nLDE BM1,nLDE BM1
Q01,0.44734787940979004,71,2,False,nlde,nLDE BM1,nLDE BM1
Q02,3.3645570278167725,324,8,False,crop,nLDE BM1,nLDE BM1
Q02,0.43707799911499023,69,8,False,nlde,nLDE BM1,nLDE BM1
Q03,0.8740308284759521,257,18,False,crop,nLDE BM1,nLDE BM1
Q03,0.8405108451843262,198,18,False,nlde,nLDE BM1,nLDE BM1
Q04,0.46373987197875977,119,54,False,crop,nLDE BM1,nLDE BM1
Q04,0.7738370895385742,148,54,False,nlde,nLDE BM1,nLDE BM1
Q05,164.0310890674591,7327,1091,False,crop,nLDE BM1,nLDE BM1
Q05,600.0,19406,185,True,nlde,nLDE BM1,nLDE BM1
Q06,1.836573839187622,440,188,False,crop,nLDE BM1,nLDE BM1
Q06,4.046925067901611,915,188,False,nlde,nLDE BM1,nLDE BM1
Q07,1.4167659282684326,358,251,False,crop,nLDE BM1,nLDE BM1
Q07,1.0100319385528564,375,251,False,nlde,nLDE BM1,nLDE BM1
Q08,24.06964898109436,8465,17807,False,crop,nLDE BM1,nLDE BM1
Q08,600.0,51692,645,True,nlde,nLDE BM1,nLDE BM1
Q09,1.6839039325714111,239,5223,False,crop,nLDE BM1,nLDE BM1
Q09,0.9022831916809082,170,5223,False,nlde,nLDE BM1,nLDE BM1
Q10,20.172900915145874,4209,9040,False,crop,nLDE BM1,nLDE BM1
Q10,21.181657075881958,2940,9040,False,nlde,nLDE BM1,nLDE BM1
Q11,423.71207189559937,73725,9481,False,crop,nLDE BM1,nLDE BM1
Q11,600.0,30224,4908,True,nlde,nLDE BM1,nLDE BM1
Q12,14.39084005355835,1067,11002,False,crop,nLDE BM1,nLDE BM1
Q12,14.439852952957153,2411,11002,False,nlde,nLDE BM1,nLDE BM1
Q13,600.0,55100,6977,True,crop,nLDE BM1,nLDE BM1
Q13,168.37915515899658,7182,24325,False,nlde,nLDE BM1,nLDE BM1
Q14,56.20805096626282,13476,26570,False,crop,nLDE BM1,nLDE BM1
Q14,176.39562702178955,33520,26570,False,nlde,nLDE BM1,nLDE BM1
Q15,14.17664909362793,1017,26757,False,crop,nLDE BM1,nLDE BM1
Q15,10.479285955429077,1017,26757,False,nlde,nLDE BM1,nLDE BM1
Q16,600.0,16887,16479,True,crop,nLDE BM1,nLDE BM1
Q16,444.1639029979706,5472,30589,False,nlde,nLDE BM1,nLDE BM1
Q17,14.846966028213501,1693,33485,False,crop,nLDE BM1,nLDE BM1
Q17,11.612051963806152,361,33485,False,nlde,nLDE BM1,nLDE BM1
Q18,600.0,5081,1976545,True,crop,nLDE BM1,nLDE BM1
Q18,600.0,8368,6440898,True,nlde,nLDE BM1,nLDE BM1
Q19,12.069315910339355,2048,64,False,crop,nLDE BM1,nLDE BM1
Q19,48.28649091720581,1753,64,False,nlde,nLDE BM1,nLDE BM1
Q20,12.215651988983154,2254,1688,False,crop,nLDE BM1,nLDE BM1
Q20,49.25048494338989,1959,1688,False,nlde,nLDE BM1,nLDE BM1
SPQ1,0.16153812408447266,9,4,False,crop,nLDE BM2,nLDE BM2
SPQ1,0.14542603492736816,9,4,False,nlde,nLDE BM2,nLDE BM2
SPQ2,0.4914851188659668,65,12,False,crop,nLDE BM2,nLDE BM2
SPQ2,0.3900120258331299,88,12,False,nlde,nLDE BM2,nLDE BM2
SPQ3,0.34537291526794434,50,14,False,crop,nLDE BM2,nLDE BM2
SPQ3,0.3549981117248535,50,14,False,nlde,nLDE BM2,nLDE BM2
SPQ4,0.12306404113769531,11,19,False,crop,nLDE BM2,nLDE BM2
SPQ4,0.20934391021728516,27,19,False,nlde,nLDE BM2,nLDE BM2
SPQ5,0.2722940444946289,26,36,False,crop,nLDE BM2,nLDE BM2
SPQ5,0.34580302238464355,50,36,False,nlde,nLDE BM2,nLDE BM2
F11,3.228,291,0,False,comunica,WatDiv,WatDiv
F12,3.827,346,9,False,comunica,WatDiv,WatDiv
F13,3.651,345,5,False,comunica,WatDiv,WatDiv
F14,3.69,345,4,False,comunica,WatDiv,WatDiv
F15,3.962,346,9,False,comunica,WatDiv,WatDiv
F21,1.639,98,0,False,comunica,WatDiv,WatDiv
F22,1.531,117,0,False,comunica,WatDiv,WatDiv
F23,5.717,1323,7,False,comunica,WatDiv,WatDiv
F24,3.653,601,8,False,comunica,WatDiv,WatDiv
F25,6.191,1323,7,False,comunica,WatDiv,WatDiv
F31,1.924,236,26,False,comunica,WatDiv,WatDiv
F32,2.479,404,5,False,comunica,WatDiv,WatDiv
F33,1.99,236,26,False,comunica,WatDiv,WatDiv
F34,2.623,404,5,False,comunica,WatDiv,WatDiv
F35,2.624,454,5,False,comunica,WatDiv,WatDiv
F41,5.245,1071,20,False,comunica,WatDiv,WatDiv
F42,4.641,980,44,False,comunica,WatDiv,WatDiv
F43,4.954,992,4,False,comunica,WatDiv,WatDiv
F44,4.58,980,44,False,comunica,WatDiv,WatDiv
F45,5.011,992,4,False,comunica,WatDiv,WatDiv
F51,2.088,244,25,False,comunica,WatDiv,WatDiv
F52,2.147,244,25,False,comunica,WatDiv,WatDiv
F53,2.685,399,38,False,comunica,WatDiv,WatDiv
F54,3.341,565,58,False,comunica,WatDiv,WatDiv
F55,2.011,244,25,False,comunica,WatDiv,WatDiv
L11,1.32,82,2,False,comunica,WatDiv,WatDiv
L12,1.126,35,0,False,comunica,WatDiv,WatDiv
L13,1.288,82,2,False,comunica,WatDiv,WatDiv
L14,1.132,35,0,False,comunica,WatDiv,WatDiv
L15,1.244,46,1,False,comunica,WatDiv,WatDiv
L21,1.761,252,15,False,comunica,WatDiv,WatDiv
L22,1.753,252,15,False,comunica,WatDiv,WatDiv
L23,4.58,1338,48,False,comunica,WatDiv,WatDiv
L24,4.682,1338,48,False,comunica,WatDiv,WatDiv
L25,10.692,4283,236,False,comunica,WatDiv,WatDiv
L31,1.2,38,38,False,comunica,WatDiv,WatDiv
L32,1.036,22,41,False,comunica,WatDiv,WatDiv
L33,1.089,30,21,False,comunica,WatDiv,WatDiv
L34,1.101,33,27,False,comunica,WatDiv,WatDiv
L35,1.106,22,41,False,comunica,WatDiv,WatDiv
L41,2.633,564,54,False,comunica,WatDiv,WatDiv
L42,2.763,614,60,False,comunica,WatDiv,WatDiv
L43,2.79,562,47,False,comunica,WatDiv,WatDiv
L44,2.762,587,57,False,comunica,WatDiv,WatDiv
L45,2.697,562,47,False,comunica,WatDiv,WatDiv
L51,11.72,4843,239,False,comunica,WatDiv,WatDiv
L52,3.945,1081,66,False,comunica,WatDiv,WatDiv
L53,11.954,4843,239,False,comunica,WatDiv,WatDiv
L54,3.843,1081,66,False,comunica,WatDiv,WatDiv
L55,5.555,1814,76,False,comunica,WatDiv,WatDiv
S11,2.772,639,19,False,comunica,WatDiv,WatDiv
S12,2.269,361,9,False,comunica,WatDiv,WatDiv
S13,2.628,519,9,False,comunica,WatDiv,WatDiv
S14,2.215,361,9,False,comunica,WatDiv,WatDiv
S15,2.519,519,9,False,comunica,WatDiv,WatDiv
S21,2.327,403,11,False,comunica,WatDiv,WatDiv
S22,2.965,604,14,False,comunica,WatDiv,WatDiv
S23,2.214,373,12,False,comunica,WatDiv,WatDiv
S24,2.193,378,17,False,comunica,WatDiv,WatDiv
S25,2.365,403,11,False,comunica,WatDiv,WatDiv
S31,4.982,1350,0,False,comunica,WatDiv,WatDiv
S32,5.016,1350,0,False,comunica,WatDiv,WatDiv
S33,8.406,2820,320,False,comunica,WatDiv,WatDiv
S34,5.062,1350,0,False,comunica,WatDiv,WatDiv
S35,5.041,1350,0,False,comunica,WatDiv,WatDiv
S41,6.223,2049,0,False,comunica,WatDiv,WatDiv
S42,4.92,824,4,False,comunica,WatDiv,WatDiv
